image_index,turns,task_type,instructions,format_instructions,bg_consistency,unchanged_objects,available_objects,all_objects
574,2,"['count_change', 'material_alter']","['Change the count of plastic soccer ball to 5', 'Change the material of cotton red jersey to polyester']","['Change the count of [plastic soccer ball] to [5]', 'Change the material of [cotton red jersey] to [polyester]']",True,"['cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'cotton blue uniform']","['cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'plastic soccer ball', 'cotton blue uniform', 'polyester red jersey']","['cotton red jersey', 'cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'plastic soccer ball', 'cotton blue uniform', 'polyester red jersey']"
574,3,"['count_change', 'material_alter', 'text_change']","['Change the count of plastic soccer ball to 5', 'Change the material of cotton red jersey to polyester', ""Add text 'GOAL' on the image""]","['Change the count of [plastic soccer ball] to [5]', 'Change the material of [cotton red jersey] to [polyester]', ""Add text '[GOAL]' on the image""]",True,"['cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'cotton blue uniform']","['cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'plastic soccer ball', 'cotton blue uniform', 'polyester red jersey']","['cotton red jersey', 'cotton yellow jersey', 'cotton green shorts', 'cotton red shorts', 'leather white shoes', 'plastic soccer ball', 'cotton blue uniform', 'polyester red jersey', 'text']"
575,1,['count_change'],"['""Change the count of potted green plant to 3""']","['""Change the count of [potted green plant] to [3]""']",True,"['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk', 'fabric white blouse']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk', 'potted green plant', 'fabric white blouse']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk', 'potted green plant', 'fabric white blouse']"
575,2,"['count_change', 'background_change']","['""Change the count of potted green plant to 3""', 'Change the background to office, remain the cotton white shirt, fabric blue tie, plastic black headset, plastic black keyboard, metal and glass desk unchanged']","['""Change the count of [potted green plant] to [3]""', 'Change the background to [office]']",False,"['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk', 'potted green plant', 'fabric white blouse']"
575,3,"['count_change', 'background_change', 'material_alter']","['""Change the count of potted green plant to 3""', 'Change the background to office, remain the cotton white shirt, fabric blue tie, plastic black headset, plastic black keyboard, metal and glass desk unchanged', 'Change the material of plastic black keyboard to metal']","['""Change the count of [potted green plant] to [3]""', 'Change the background to [office]', 'Change the material of [plastic black keyboard] to [metal]']",False,"['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'metal and glass desk']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'metal and glass desk', 'metal black keyboard']","['cotton white shirt', 'fabric blue tie', 'plastic black headset', 'plastic black keyboard', 'metal and glass desk', 'potted green plant', 'fabric white blouse', 'metal black keyboard']"
576,1,['subject_replace'],['Replace denim blue jeans with shorts'],['Replace [denim blue jeans] with [shorts]'],True,"['cotton white tank top', 'plastic multicolor kite']","['cotton white tank top', 'plastic multicolor kite', 'shorts']","['cotton white tank top', 'denim blue jeans', 'plastic multicolor kite', 'shorts']"
576,2,"['subject_replace', 'material_alter']","['Replace denim blue jeans with shorts', 'Change the material of plastic multicolor kite to fabric']","['Replace [denim blue jeans] with [shorts]', 'Change the material of [plastic multicolor kite] to [fabric]']",True,['cotton white tank top'],"['cotton white tank top', 'shorts', 'fabric multicolor kite']","['cotton white tank top', 'denim blue jeans', 'plastic multicolor kite', 'shorts', 'fabric multicolor kite']"
576,3,"['subject_replace', 'material_alter', 'subject_add']","['Replace denim blue jeans with shorts', 'Change the material of plastic multicolor kite to fabric', 'Add cloud on the above of fabric multicolor kite']","['Replace [denim blue jeans] with [shorts]', 'Change the material of [plastic multicolor kite] to [fabric]', 'Add [cloud] on the [above] of [fabric multicolor kite]']",True,['cotton white tank top'],"['cotton white tank top', 'shorts', 'fabric multicolor kite', 'cloud']","['cotton white tank top', 'denim blue jeans', 'plastic multicolor kite', 'shorts', 'fabric multicolor kite', 'cloud']"
577,1,['subject_remove'],['Remove black shirt'],['Remove [black shirt]'],True,"['black pants', 'metal bucket']","['black pants', 'metal bucket']","['black shirt', 'black pants', 'metal bucket']"
577,2,"['subject_remove', 'material_alter']","['Remove black shirt', 'Change the material of metal bucket to rubber']","['Remove [black shirt]', 'Change the material of [metal bucket] to [rubber]']",True,['black pants'],"['black pants', 'rubber bucket']","['black shirt', 'black pants', 'metal bucket', 'rubber bucket']"
577,3,"['subject_remove', 'material_alter', 'subject_add']","['Remove black shirt', 'Change the material of metal bucket to rubber', 'Add balloon on the above of rubber bucket']","['Remove [black shirt]', 'Change the material of [metal bucket] to [rubber]', 'Add [balloon] on the [above] of [rubber bucket]']",True,['black pants'],"['black pants', 'rubber bucket', 'balloon']","['black shirt', 'black pants', 'metal bucket', 'rubber bucket', 'balloon']"
578,1,['subject_remove'],['Remove glass transparent vase'],['Remove [glass transparent vase]'],True,"['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'glass transparent vase', 'black twigs']"
578,2,"['subject_remove', 'position_change']","['Remove glass transparent vase', '""Change the position of golden fur cat to below of paper white cone tree""']","['Remove [glass transparent vase]', '""Change the position of [golden fur cat] to [below] of [paper white cone tree]""']",True,"['wooden brown stool', 'metal gold pendant', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'glass transparent vase', 'black twigs']"
578,3,"['subject_remove', 'position_change', 'text_change']","['Remove glass transparent vase', '""Change the position of golden fur cat to below of paper white cone tree""', ""Add text 'HOLIDAY' on the image""]","['Remove [glass transparent vase]', '""Change the position of [golden fur cat] to [below] of [paper white cone tree]""', ""Add text '[HOLIDAY]' on the image""]",True,"['wooden brown stool', 'metal gold pendant', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'black twigs']","['wooden brown stool', 'golden fur cat', 'metal gold pendant', 'paper white cone tree', 'metal red ornaments', 'glass transparent vase', 'black twigs', 'text']"
579,1,['background_change'],"['Change the background to city, remain the rubber black tire unchanged']",['Change the background to [city]'],False,['rubber black tire'],['rubber black tire'],['rubber black tire']
579,2,"['background_change', 'count_change']","['Change the background to city, remain the rubber black tire unchanged', 'Change the count of rubber black tire to 3']","['Change the background to [city]', 'Change the count of [rubber black tire] to [3]']",False,[],['rubber black tire'],['rubber black tire']
579,3,"['background_change', 'count_change', 'subject_remove']","['Change the background to city, remain the rubber black tire unchanged', 'Change the count of rubber black tire to 3', 'Remove rubber black tire']","['Change the background to [city]', 'Change the count of [rubber black tire] to [3]', 'Remove [rubber black tire]']",False,[],[],['rubber black tire']
580,1,['background_change'],"['Change the background to forest, remain the wooden brown sign, metal chain, wooden brown post, concrete gray base unchanged']",['Change the background to [forest]'],False,"['wooden brown sign', 'metal chain', 'wooden brown post', 'concrete gray base']","['wooden brown sign', 'metal chain', 'wooden brown post', 'concrete gray base']","['wooden brown sign', 'metal chain', 'wooden brown post', 'concrete gray base']"
580,2,"['background_change', 'subject_remove']","['Change the background to forest, remain the wooden brown sign, metal chain, wooden brown post, concrete gray base unchanged', 'Remove wooden brown post']","['Change the background to [forest]', 'Remove [wooden brown post]']",False,"['wooden brown sign', 'metal chain', 'concrete gray base']","['wooden brown sign', 'metal chain', 'concrete gray base']","['wooden brown sign', 'metal chain', 'wooden brown post', 'concrete gray base']"
580,3,"['background_change', 'subject_remove', 'subject_replace']","['Change the background to forest, remain the wooden brown sign, metal chain, wooden brown post, concrete gray base unchanged', 'Remove wooden brown post', 'Replace wooden brown sign with billboard']","['Change the background to [forest]', 'Remove [wooden brown post]', 'Replace [wooden brown sign] with [billboard]']",False,"['metal chain', 'concrete gray base']","['metal chain', 'concrete gray base', 'billboard']","['wooden brown sign', 'metal chain', 'wooden brown post', 'concrete gray base', 'billboard']"
581,1,['text_change'],"[""Add text '长城' on the image""]","[""Add text '[长城]' on the image""]",True,"['stone gray stairs', 'green bush']","['stone gray stairs', 'green bush']","['stone gray stairs', 'green bush', 'text']"
581,2,"['text_change', 'background_change']","[""Add text '长城' on the image"", 'Change the background to mountains, remain the stone gray stairs, green bush unchanged']","[""Add text '[长城]' on the image"", 'Change the background to [mountains]']",False,"['stone gray stairs', 'green bush']","['stone gray stairs', 'green bush']","['stone gray stairs', 'green bush', 'text']"
581,3,"['text_change', 'background_change', 'subject_add']","[""Add text '长城' on the image"", 'Change the background to mountains, remain the stone gray stairs, green bush unchanged', 'Add flag on the above of stone gray stairs']","[""Add text '[长城]' on the image"", 'Change the background to [mountains]', 'Add [flag] on the [above] of [stone gray stairs]']",False,"['stone gray stairs', 'green bush']","['stone gray stairs', 'green bush', 'flag']","['stone gray stairs', 'green bush', 'text', 'flag']"
582,1,['material_alter'],['Change the material of fabric beige armchair to leather'],['Change the material of [fabric beige armchair] to [leather]'],True,"['fabric white beanbag', 'fabric beige throw']","['fabric white beanbag', 'fabric beige throw', 'leather beige armchair']","['fabric beige armchair', 'fabric white beanbag', 'fabric beige throw', 'leather beige armchair']"
582,2,"['material_alter', 'subject_remove']","['Change the material of fabric beige armchair to leather', 'Remove fabric beige throw']","['Change the material of [fabric beige armchair] to [leather]', 'Remove [fabric beige throw]']",True,['fabric white beanbag'],"['fabric white beanbag', 'leather beige armchair']","['fabric beige armchair', 'fabric white beanbag', 'fabric beige throw', 'leather beige armchair']"
582,3,"['material_alter', 'subject_remove', 'background_change']","['Change the material of fabric beige armchair to leather', 'Remove fabric beige throw', 'Change the background to living room, remain the fabric white beanbag, leather beige armchair unchanged']","['Change the material of [fabric beige armchair] to [leather]', 'Remove [fabric beige throw]', 'Change the background to [living room]']",False,['fabric white beanbag'],['fabric white beanbag'],"['fabric beige armchair', 'fabric white beanbag', 'fabric beige throw', 'leather beige armchair']"
583,1,['subject_remove'],['Remove fabric pink leash'],['Remove [fabric pink leash]'],True,"['black and white dog', 'metal leash clasp']","['black and white dog', 'metal leash clasp']","['black and white dog', 'metal leash clasp', 'fabric pink leash']"
583,2,"['subject_remove', 'subject_replace']","['Remove fabric pink leash', 'Replace black and white dog with sheep']","['Remove [fabric pink leash]', 'Replace [black and white dog] with [sheep]']",True,['metal leash clasp'],"['metal leash clasp', 'sheep']","['black and white dog', 'metal leash clasp', 'fabric pink leash', 'sheep']"
583,3,"['subject_remove', 'subject_replace', 'material_alter']","['Remove fabric pink leash', 'Replace black and white dog with sheep', 'Change the material of metal leash clasp to nylon']","['Remove [fabric pink leash]', 'Replace [black and white dog] with [sheep]', 'Change the material of [metal leash clasp] to [nylon]']",True,[],"['sheep', 'nylon leash clasp']","['black and white dog', 'metal leash clasp', 'fabric pink leash', 'sheep', 'nylon leash clasp']"
584,1,['material_alter'],['Change the material of white crosswalk to rubber'],['Change the material of [white crosswalk] to [rubber]'],True,"['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign']","['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign', 'rubber white crosswalk']","['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'white crosswalk', 'metal blue traffic sign', 'rubber white crosswalk']"
584,2,"['material_alter', 'count_change']","['Change the material of white crosswalk to rubber', '""Change the count of metal black streetlamp to 4""']","['Change the material of [white crosswalk] to [rubber]', '""Change the count of [metal black streetlamp] to [4]""']",True,"['asphalt road', 'metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign']","['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign', 'rubber white crosswalk']","['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'white crosswalk', 'metal blue traffic sign', 'rubber white crosswalk']"
584,3,"['material_alter', 'count_change', 'subject_replace']","['Change the material of white crosswalk to rubber', '""Change the count of metal black streetlamp to 4""', 'Replace asphalt road with dirt path']","['Change the material of [white crosswalk] to [rubber]', '""Change the count of [metal black streetlamp] to [4]""', 'Replace [asphalt road] with [dirt path]']",True,"['metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign']","['metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'metal blue traffic sign', 'rubber white crosswalk', 'dirt path']","['asphalt road', 'metal black streetlamp', 'metal white truck', 'metal silver car', 'metal green car', 'white crosswalk', 'metal blue traffic sign', 'rubber white crosswalk', 'dirt path']"
585,1,['count_change'],['Change the count of ceramic gray roof tiles to 5.'],['Change the count of [ceramic gray roof tiles] to [5].'],True,['black cat'],"['black cat', 'ceramic gray roof tiles']","['black cat', 'ceramic gray roof tiles']"
585,2,"['count_change', 'subject_remove']","['Change the count of ceramic gray roof tiles to 5.', 'Remove ceramic gray roof tiles']","['Change the count of [ceramic gray roof tiles] to [5].', 'Remove [ceramic gray roof tiles]']",True,['black cat'],['black cat'],"['black cat', 'ceramic gray roof tiles']"
585,3,"['count_change', 'subject_remove', 'subject_add']","['Change the count of ceramic gray roof tiles to 5.', 'Remove ceramic gray roof tiles', 'Add lantern on the right of black cat']","['Change the count of [ceramic gray roof tiles] to [5].', 'Remove [ceramic gray roof tiles]', 'Add [lantern] on the [right] of [black cat]']",True,['black cat'],"['black cat', 'lantern']","['black cat', 'ceramic gray roof tiles', 'lantern']"
586,1,['subject_add'],['Add clothesline on the above of metal bicycle wheel'],['Add [clothesline] on the [above] of [metal bicycle wheel]'],True,"['fabric patterned dress', 'metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle']","['fabric patterned dress', 'metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline']","['fabric patterned dress', 'metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline']"
586,2,"['subject_add', 'subject_replace']","['Add clothesline on the above of metal bicycle wheel', 'Replace fabric patterned dress with plain shirt and skirt']","['Add [clothesline] on the [above] of [metal bicycle wheel]', 'Replace [fabric patterned dress] with [plain shirt and skirt]']",True,"['metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle']","['metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline', 'plain shirt and skirt']","['fabric patterned dress', 'metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline', 'plain shirt and skirt']"
586,3,"['subject_add', 'subject_replace', 'position_change']","['Add clothesline on the above of metal bicycle wheel', 'Replace fabric patterned dress with plain shirt and skirt', '""Change the position of metal bicycle wheel to below of clothesline""']","['Add [clothesline] on the [above] of [metal bicycle wheel]', 'Replace [fabric patterned dress] with [plain shirt and skirt]', '""Change the position of [metal bicycle wheel] to [below] of [clothesline]""']",True,"['fabric hanging cloth', 'wooden pole', 'metal bicycle']","['metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline', 'plain shirt and skirt']","['fabric patterned dress', 'metal bicycle wheel', 'fabric hanging cloth', 'wooden pole', 'metal bicycle', 'clothesline', 'plain shirt and skirt']"
587,1,['background_change'],"['Change the background to forest, remain the cotton white dress, denim blue jeans, cotton green shirt, cotton blue plaid shirt, cotton white t-shirt, plastic black watch unchanged']",['Change the background to [forest]'],False,"['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch']","['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch']","['metal black train', 'cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch']"
587,2,"['background_change', 'text_change']","['Change the background to forest, remain the cotton white dress, denim blue jeans, cotton green shirt, cotton blue plaid shirt, cotton white t-shirt, plastic black watch unchanged', ""Add text 'TRAIN' on the image""]","['Change the background to [forest]', ""Add text '[TRAIN]' on the image""]",False,"['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch']","['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch']","['metal black train', 'cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch', 'text']"
587,3,"['background_change', 'text_change', 'material_alter']","['Change the background to forest, remain the cotton white dress, denim blue jeans, cotton green shirt, cotton blue plaid shirt, cotton white t-shirt, plastic black watch unchanged', ""Add text 'TRAIN' on the image"", 'Change the material of cotton blue plaid shirt to flannel']","['Change the background to [forest]', ""Add text '[TRAIN]' on the image"", 'Change the material of [cotton blue plaid shirt] to [flannel]']",False,"['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton white t-shirt', 'plastic black watch']","['cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton white t-shirt', 'plastic black watch', 'flannel blue plaid shirt']","['metal black train', 'cotton white dress', 'denim blue jeans', 'cotton green shirt', 'cotton blue plaid shirt', 'cotton white t-shirt', 'plastic black watch', 'text', 'flannel blue plaid shirt']"
588,1,['color_alter'],['Change the color of cotton blue shirt to white'],['Change the color of [cotton blue shirt] to [white]'],True,"['fabric floral umbrella', 'cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants']","['fabric floral umbrella', 'cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants']","['fabric floral umbrella', 'cotton blue shirt', 'cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants']"
588,2,"['color_alter', 'subject_replace']","['Change the color of cotton blue shirt to white', 'Replace fabric floral umbrella with parasol']","['Change the color of [cotton blue shirt] to [white]', 'Replace [fabric floral umbrella] with [parasol]']",True,"['cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants']","['cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants', 'parasol']","['fabric floral umbrella', 'cotton blue shirt', 'cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants', 'parasol']"
588,3,"['color_alter', 'subject_replace', 'material_alter']","['Change the color of cotton blue shirt to white', 'Replace fabric floral umbrella with parasol', 'Change the material of metal black camera to plastic']","['Change the color of [cotton blue shirt] to [white]', 'Replace [fabric floral umbrella] with [parasol]', 'Change the material of [metal black camera] to [plastic]']",True,"['cotton white shirt', 'fabric black skirt', 'leather red bag', 'fabric gray pants']","['cotton white shirt', 'fabric black skirt', 'leather red bag', 'fabric gray pants', 'parasol', 'plastic black camera']","['fabric floral umbrella', 'cotton blue shirt', 'cotton white shirt', 'fabric black skirt', 'leather red bag', 'metal black camera', 'fabric gray pants', 'parasol', 'plastic black camera']"
589,1,['subject_add'],['Add hat on the right of leather black shoes'],['Add [hat] on the [right] of [leather black shoes]'],True,"['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes']","['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat']","['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat']"
589,2,"['subject_add', 'text_change']","['Add hat on the right of leather black shoes', ""Add text 'HISTORY' on the image""]","['Add [hat] on the [right] of [leather black shoes]', ""Add text '[HISTORY]' on the image""]",True,"['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes']","['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat']","['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat', 'text']"
589,3,"['subject_add', 'text_change', 'color_alter']","['Add hat on the right of leather black shoes', ""Add text 'HISTORY' on the image"", 'Change the color of denim gray jacket to blue']","['Add [hat] on the [right] of [leather black shoes]', ""Add text '[HISTORY]' on the image"", 'Change the color of [denim gray jacket] to [blue]']",True,"['cotton gray pants', 'wool patterned socks', 'leather black shoes']","['cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat', 'denim blue jacket']","['denim gray jacket', 'cotton gray pants', 'wool patterned socks', 'leather black shoes', 'hat', 'text', 'denim blue jacket']"
590,1,['position_change'],"['""Change the position of cotton white apron to below of cotton dark shirt""']","['""Change the position of [cotton white apron] to [below] of [cotton dark shirt]""']",True,[],"['cotton dark shirt', 'cotton white apron']","['cotton dark shirt', 'cotton white apron']"
590,2,"['position_change', 'subject_add']","['""Change the position of cotton white apron to below of cotton dark shirt""', 'Add hat on the left of cotton dark shirt']","['""Change the position of [cotton white apron] to [below] of [cotton dark shirt]""', 'Add [hat] on the [left] of [cotton dark shirt]']",True,[],"['cotton dark shirt', 'cotton white apron', 'hat']","['cotton dark shirt', 'cotton white apron', 'hat']"
590,3,"['position_change', 'subject_add', 'count_change']","['""Change the position of cotton white apron to below of cotton dark shirt""', 'Add hat on the left of cotton dark shirt', 'Change the count of cotton white apron to 4']","['""Change the position of [cotton white apron] to [below] of [cotton dark shirt]""', 'Add [hat] on the [left] of [cotton dark shirt]', 'Change the count of [cotton white apron] to [4]']",True,[],"['cotton dark shirt', 'cotton white apron', 'hat']","['cotton dark shirt', 'cotton white apron', 'hat']"
591,1,['color_alter'],['Change the color of gold earring to brown'],['Change the color of [gold earring] to [brown]'],True,"['fabric black dress', 'white flower', 'green leaves', 'wooden frame']","['fabric black dress', 'white flower', 'green leaves', 'wooden frame', 'brown earring']","['fabric black dress', 'gold earring', 'white flower', 'green leaves', 'wooden frame', 'brown earring']"
591,2,"['color_alter', 'count_change']","['Change the color of gold earring to brown', '""Change the count of white flower to 4""']","['Change the color of [gold earring] to [brown]', '""Change the count of [white flower] to [4]""']",True,"['fabric black dress', 'green leaves', 'wooden frame']","['fabric black dress', 'white flower', 'green leaves', 'wooden frame', 'brown earring']","['fabric black dress', 'gold earring', 'white flower', 'green leaves', 'wooden frame', 'brown earring']"
591,3,"['color_alter', 'count_change', 'subject_remove']","['Change the color of gold earring to brown', '""Change the count of white flower to 4""', 'Remove wooden frame']","['Change the color of [gold earring] to [brown]', '""Change the count of [white flower] to [4]""', 'Remove [wooden frame]']",True,"['fabric black dress', 'green leaves']","['fabric black dress', 'white flower', 'green leaves', 'brown earring']","['fabric black dress', 'gold earring', 'white flower', 'green leaves', 'wooden frame', 'brown earring']"
592,1,['position_change'],['Change the position of silk patterned tie to below of cotton plaid shirt.'],['Change the position of [silk patterned tie] to [below] of [cotton plaid shirt].'],True,[],"['cotton plaid shirt', 'silk patterned tie']","['cotton plaid shirt', 'silk patterned tie']"
592,2,"['position_change', 'text_change']","['Change the position of silk patterned tie to below of cotton plaid shirt.', ""Add text 'VINTAGE' on the image""]","['Change the position of [silk patterned tie] to [below] of [cotton plaid shirt].', ""Add text '[VINTAGE]' on the image""]",True,[],"['cotton plaid shirt', 'silk patterned tie']","['cotton plaid shirt', 'silk patterned tie', 'text']"
592,3,"['position_change', 'text_change', 'color_alter']","['Change the position of silk patterned tie to below of cotton plaid shirt.', ""Add text 'VINTAGE' on the image"", 'Change the color of silk patterned tie to blue']","['Change the position of [silk patterned tie] to [below] of [cotton plaid shirt].', ""Add text '[VINTAGE]' on the image"", 'Change the color of [silk patterned tie] to [blue]']",True,[],"['cotton plaid shirt', 'blue silk patterned tie']","['cotton plaid shirt', 'silk patterned tie', 'text', 'blue silk patterned tie']"
593,1,['subject_replace'],['Replace cotton white shirt with turtleneck sweater'],['Replace [cotton white shirt] with [turtleneck sweater]'],True,"['fleece brown jacket', 'velvet black pants', 'leather black cap']","['fleece brown jacket', 'velvet black pants', 'leather black cap', 'turtleneck sweater']","['fleece brown jacket', 'cotton white shirt', 'velvet black pants', 'leather black cap', 'turtleneck sweater']"
593,2,"['subject_replace', 'text_change']","['Replace cotton white shirt with turtleneck sweater', ""Add text 'AUTUMN' on the image""]","['Replace [cotton white shirt] with [turtleneck sweater]', ""Add text '[AUTUMN]' on the image""]",True,"['fleece brown jacket', 'velvet black pants', 'leather black cap']","['fleece brown jacket', 'velvet black pants', 'leather black cap', 'turtleneck sweater']","['fleece brown jacket', 'cotton white shirt', 'velvet black pants', 'leather black cap', 'turtleneck sweater', 'text']"
593,3,"['subject_replace', 'text_change', 'material_alter']","['Replace cotton white shirt with turtleneck sweater', ""Add text 'AUTUMN' on the image"", 'Change the material of velvet black pants to denim']","['Replace [cotton white shirt] with [turtleneck sweater]', ""Add text '[AUTUMN]' on the image"", 'Change the material of [velvet black pants] to [denim]']",True,"['fleece brown jacket', 'leather black cap']","['fleece brown jacket', 'leather black cap', 'turtleneck sweater', 'denim black pants']","['fleece brown jacket', 'cotton white shirt', 'velvet black pants', 'leather black cap', 'turtleneck sweater', 'text', 'denim black pants']"
594,1,['text_change'],"[""Add text '怀旧' on the image""]","[""Add text '[怀旧]' on the image""]",True,"['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt', 'fabric white panda toy']","['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt', 'fabric white panda toy']","['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt', 'fabric white panda toy', 'text']"
594,2,"['text_change', 'subject_remove']","[""Add text '怀旧' on the image"", 'Remove fabric white panda toy']","[""Add text '[怀旧]' on the image"", 'Remove [fabric white panda toy]']",True,"['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt']","['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt']","['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt', 'fabric white panda toy', 'text']"
594,3,"['text_change', 'subject_remove', 'position_change']","[""Add text '怀旧' on the image"", 'Remove fabric white panda toy', '""Change the position of ceramic patterned cup to right of glass fish tank""']","[""Add text '[怀旧]' on the image"", 'Remove [fabric white panda toy]', '""Change the position of [ceramic patterned cup] to [right] of [glass fish tank]""']",True,['cotton striped shirt'],"['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt']","['ceramic patterned cup', 'glass fish tank', 'cotton striped shirt', 'fabric white panda toy', 'text']"
595,1,['position_change'],['Change the position of glass green vase to right of paper white book.'],['Change the position of [glass green vase] to [right] of [paper white book].'],True,"['cotton white skirt', 'cotton black tank top', 'green plant', 'fabric patterned curtain']","['cotton white skirt', 'cotton black tank top', 'glass green vase', 'green plant', 'paper white book', 'fabric patterned curtain']","['cotton white skirt', 'cotton black tank top', 'glass green vase', 'green plant', 'paper white book', 'fabric patterned curtain']"
595,2,"['position_change', 'background_change']","['Change the position of glass green vase to right of paper white book.', 'Change the background to garden, remain the cotton white skirt, cotton black tank top, paper white book unchanged']","['Change the position of [glass green vase] to [right] of [paper white book].', 'Change the background to [garden]']",False,"['cotton white skirt', 'cotton black tank top']","['cotton white skirt', 'cotton black tank top', 'paper white book']","['cotton white skirt', 'cotton black tank top', 'glass green vase', 'green plant', 'paper white book', 'fabric patterned curtain']"
